# Time          5.0000E+01
# Units: Mol/kgw/yr
    Distance        CH2O_decomp      FeII_oxidation_a
    1.2870000E+01    7.0126434E-12    4.5531791E-05
    1.3050000E+01    7.0147367E-12    4.5811154E-05
    1.3230000E+01    7.0168424E-12    4.5877337E-05
    1.3410000E+01    7.0189605E-12    4.5890531E-05
    1.3590000E+01    7.0210912E-12    4.5890731E-05
    1.3770000E+01    7.0232346E-12    4.5887828E-05
    1.3950000E+01    7.0253908E-12    4.5884242E-05
    1.4130000E+01    7.0275600E-12    4.5880556E-05
    1.4310000E+01    7.0297422E-12    4.5876906E-05
    1.4490000E+01    7.0319375E-12    4.5873320E-05
    1.4670000E+01    7.0341462E-12    4.5869798E-05
    1.4850000E+01    7.0363683E-12    4.5866334E-05
    1.5030000E+01    7.0386039E-12    4.5862916E-05
    1.5210000E+01    7.0408532E-12    4.5859531E-05
    1.5390000E+01    7.0431162E-12    4.5856164E-05
    1.5570000E+01    7.0453932E-12    4.5852795E-05
    1.5750000E+01    7.0476842E-12    4.5849400E-05
    1.5930000E+01    7.0499894E-12    4.5845948E-05
    1.6110000E+01    7.0523089E-12    4.5842405E-05
    1.6290000E+01    7.0546428E-12    4.5838723E-05
    1.6470000E+01    7.0569913E-12    4.5834846E-05
    1.6650000E+01    7.0593544E-12    4.5830703E-05
    1.6830000E+01    7.0617324E-12    4.5826207E-05
    1.7010000E+01    7.0641254E-12    4.5821248E-05
    1.7190000E+01    7.0665335E-12    4.5815689E-05
    1.7370000E+01    7.0689568E-12    4.5809359E-05
    1.7550000E+01    7.0713955E-12    4.5802043E-05
    1.7730000E+01    7.0738497E-12    4.5793472E-05
    1.7910000E+01    7.0763186E-12    4.5783308E-05
